,Id,Name,Artist,Album,Year,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo
0,2BU4dK1fu1CFLjTBz7ju7Q,This Place Hotel (a.k.a. Heartbreak Hotel),The Jacksons,Scream,2017,0.73,0.851,4,-4.085,0,0.101,0.243,0.000143,0.117,0.578,97.0
1,7azo4rpSUh8nXgtonC6Pkq,Thriller,Michael Jackson,Scream,2017,0.764,0.887,11,-3.726,1,0.0744,0.0816,0.00011,0.847,0.72,118.427
2,0QgsvILuE9VQiAVsLStD3W,Blood on the Dance Floor,Michael Jackson,Scream,2017,0.806,0.816,1,-2.767,1,0.0764,0.0146,0.00933,0.0623,0.519,108.98
3,6A4Jc8npNo79BOgsrPptLA,Somebody's Watching Me - Single Version,Rockwell,Scream,2017,0.767,0.712,1,-4.128,0,0.0324,0.0409,8.08e-05,0.132,0.804,124.092
4,4FC7GMnGwYeAjuvC83Srbs,Dirty Diana - 2012 Remaster,Michael Jackson,Scream,2017,0.735,0.801,3,-4.525,1,0.0437,0.178,0.000408,0.324,0.331,131.425
5,0XOuVAHsANAWw0LF0Yxkw5,Torture,The Jacksons,Scream,2017,0.754,0.836,8,-4.703,1,0.0425,0.0179,2.53e-06,0.35,0.965,131.13
6,7zILPDxYcUt7AFslua0mc5,Leave Me Alone - 2012 Remaster,Michael Jackson,Scream,2017,0.844,0.964,4,-3.262,1,0.137,0.332,0.00331,0.0743,0.655,123.574
7,46576CnmgT6xr0RaZNF2Kt,Scream,"Michael Jackson, Janet Jackson",Scream,2017,0.782,0.966,0,-3.894,1,0.115,0.0991,1.1e-05,0.251,0.542,106.529
8,3Jo8w8vow92GQAbBJas0I5,Dangerous,Michael Jackson,Scream,2017,0.943,0.68,10,-4.931,1,0.125,0.0289,4.17e-05,0.114,0.578,112.946
9,4nLKSthLekoSBbI2S6B1LT,Unbreakable,Michael Jackson,Scream,2017,0.785,0.825,1,-2.187,1,0.146,0.0373,0.0413,0.0789,0.825,94.064
10,3Fi99RQtn8HeefySuU9Dq3,Xscape,Michael Jackson,Scream,2017,0.77,0.816,2,-4.118,1,0.0443,0.0507,1.6e-05,0.281,0.433,110.009
11,0YzDJ3Jm9EMjAD28vefkyH,Threatened,Michael Jackson,Scream,2017,0.843,0.738,1,-4.196,1,0.239,0.216,0.0,0.362,0.41,97.02
12,2JzcEEYul9ngmGGPzvFVNL,Ghosts,Michael Jackson,Scream,2017,0.819,0.928,4,-4.155,0,0.139,0.0393,2.76e-05,0.618,0.769,103.225
13,2H89IUBV4rAmzOmTShrxRL,Blood On The Dance Floor X Dangerous (The White Panda Mash-Up),"Michael Jackson, White Panda",Scream,2017,0.743,0.924,4,-3.041,0,0.119,0.261,0.0,0.394,0.548,110.042
14,0S5EEpFAHcT7cm5XOASc29,Love Never Felt So Good,Michael Jackson,XSCAPE,2014,0.634,0.87,5,-5.277,1,0.0362,0.083,0.0,0.18,0.514,116.967
15,5BKKy9fIJL5uM9fz1SnqyP,Chicago,Michael Jackson,XSCAPE,2014,0.608,0.756,7,-2.675,0,0.176,0.0784,0.0,0.187,0.55,176.086
16,4T1JlEsHdrxGxBltSFe5yA,Loving You,Michael Jackson,XSCAPE,2014,0.711,0.744,7,-4.007,0,0.068,0.0997,1.91e-05,0.147,0.676,94.523
17,35SI5zFEhOeo4XDBMwS41S,A Place With No Name,Michael Jackson,XSCAPE,2014,0.538,0.698,11,-4.282,0,0.305,0.0103,3.45e-06,0.134,0.424,118.752
18,4h5KB1btt2aZBq9EJHmWF4,Slave to the Rhythm,Michael Jackson,XSCAPE,2014,0.739,0.96,1,-2.293,1,0.0581,0.146,3.68e-05,0.38,0.722,125.02
19,3Is1bUS1YtytSOfLk8892G,Do You Know Where Your Children Are,Michael Jackson,XSCAPE,2014,0.648,0.814,7,-2.968,1,0.0487,0.0582,0.0,0.0799,0.354,99.989
20,36lVpg8hgy37iZEazTOJBb,Blue Gangsta,Michael Jackson,XSCAPE,2014,0.624,0.701,6,-4.122,0,0.0527,0.177,0.0,0.0506,0.327,124.047
21,0xzSpvDboL5Imo8cP1vMXm,Xscape,Michael Jackson,XSCAPE,2014,0.773,0.83,2,-3.735,1,0.0421,0.0496,2.79e-05,0.246,0.412,110.01
22,7DciyLZWipMv860LBeupmK,Love Never Felt So Good (Original Version),Michael Jackson,XSCAPE,2014,0.608,0.427,7,-9.233,0,0.032,0.828,2.96e-06,0.078,0.58,120.435
23,3yNhWgz57tAUFGQm2btQ56,Chicago (Original Version),Michael Jackson,XSCAPE,2014,0.6,0.857,2,-4.19,0,0.0284,0.12,0.00849,0.115,0.827,164.058
24,5Yo0Jz7YDAEPKsklNfQTA6,Loving You (Original Version),Michael Jackson,XSCAPE,2014,0.69,0.65,11,-6.767,1,0.0448,0.327,0.000492,0.178,0.635,94.899
25,4ou1FyPwLpzeOU3YjeQ4Mw,A Place With No Name (Original Version),Michael Jackson,XSCAPE,2014,0.876,0.804,4,-3.727,0,0.061,0.176,0.0,0.0852,0.888,118.752
26,5L4dOpoWSz9CyvHvPjO5ao,Slave to the Rhythm (Original Version),Michael Jackson,XSCAPE,2014,0.963,0.899,8,-4.353,0,0.0822,0.0353,0.000647,0.0758,0.92,120.937
27,4atoBzVjNpqtfv1jyT1BS1,Do You Know Where Your Children Are (Original Version),Michael Jackson,XSCAPE,2014,0.744,0.831,7,-3.583,1,0.138,0.288,4.49e-06,0.193,0.855,97.094
28,5r36hkZKxmL4gleijg8scM,Blue Gangsta (Original Version),Michael Jackson,XSCAPE,2014,0.898,0.47,2,-4.132,1,0.188,0.0607,4.7e-06,0.316,0.717,124.059
29,48rgfUDLasxWtrbVbWAvqH,Xscape (Original Version),Michael Jackson,XSCAPE,2014,0.79,0.93,7,-2.49,1,0.0752,0.0633,0.00391,0.315,0.625,104.015
30,48td6xvpokdYwvbl3JIiXP,Love Never Felt So Good,"Michael Jackson, Justin Timberlake",XSCAPE,2014,0.775,0.719,7,-6.212,0,0.0435,0.132,1.79e-06,0.0662,0.712,117.513
31,1fCeK0LyjUIOKw9unnF7sI,About Love Never Felt So Good - Commentary by LA Reid,Michael Jackson,XSCAPE - Track by Track Commentary,2014,0.773,0.247,11,-16.228,0,0.923,0.306,0.0,0.24,0.601,59.266
32,0C0f0DloFI7Kqi104RU9Sl,About Chicago - Commentary by LA Reid & Timbaland,Michael Jackson,XSCAPE - Track by Track Commentary,2014,0.61,0.364,11,-14.669,1,0.932,0.288,0.0,0.568,0.476,80.054
33,1Z260vL8td3ibcjHsuQ8cd,About Loving You - Commentary by LA Reid & Timbaland,Michael Jackson,XSCAPE - Track by Track Commentary,2014,0.666,0.368,9,-16.571,1,0.933,0.289,0.0,0.547,0.504,147.064
34,0uwPvNe0myDCnOye73uYZs,About A Place With No Name - Commentary by LA Reid,Michael Jackson,XSCAPE - Track by Track Commentary,2014,0.712,0.332,9,-18.014,1,0.922,0.166,0.0,0.361,0.312,127.274
35,1MGnINtChOVbuNxz35DE2Q,About Slave to the Rhythm - Commentary by LA Reid & Timbaland,Michael Jackson,XSCAPE - Track by Track Commentary,2014,0.671,0.167,8,-14.982,0,0.89,0.0904,0.0,0.36,0.722,89.267
36,6J9qpZTuUJJWRQUpEjVdmQ,About Do You Know Where Your Children Are - Commentary by LA Reid & Timbaland,Michael Jackson,XSCAPE - Track by Track Commentary,2014,0.702,0.351,1,-15.93,0,0.942,0.24,0.0,0.43,0.679,110.276
37,4NRh51gpNkdp1r3VSI1jCc,About Blue Gangsta - Commentary by LA Reid & Timbaland,Michael Jackson,XSCAPE - Track by Track Commentary,2014,0.811,0.47,6,-15.959,0,0.901,0.288,0.0,0.712,0.738,47.082
38,5bauHt3U6nkmR6kZDgomzL,About Xscape - Commentary by LA Reid,Michael Jackson,XSCAPE - Track by Track Commentary,2014,0.705,0.272,4,-17.514,1,0.938,0.00599,0.0,0.386,0.772,129.098
39,0pCyoA5o2uxUwIovECCziF,Hold My Hand,"Michael Jackson, Akon",Michael,2010,0.606,0.72,1,-5.842,1,0.0374,0.191,0.0,0.108,0.381,90.017
40,5ensPSgQkRM60i8ZH3S9wG,Hollywood Tonight,Michael Jackson,Michael,2010,0.805,0.744,9,-4.898,0,0.0533,0.00529,2.93e-05,0.0901,0.824,114.074
41,1hoegQXoKdKnAwqpXSvd4y,Keep Your Head Up,Michael Jackson,Michael,2010,0.578,0.571,8,-4.993,1,0.0502,0.161,0.0,0.377,0.338,142.065
42,0DnKKKmHKzojMODmrQ7F9i,(I Like) The Way You Love Me,Michael Jackson,Michael,2010,0.628,0.668,0,-4.268,1,0.0279,0.314,2.91e-05,0.228,0.507,95.008
43,0Lktdb6Ln1oxbOFtFkFjjP,Monster,"Michael Jackson, 50 Cent",Michael,2010,0.734,0.847,5,-3.18,0,0.119,0.00398,5.26e-05,0.178,0.545,97.988
44,1xxV77cC2m366nO5JIx8he,Best of Joy,Michael Jackson,Michael,2010,0.731,0.677,8,-4.797,1,0.027,0.172,1.27e-06,0.1,0.784,98.706
45,1EvZR0biWt8uVNCqZg0Fpi,Breaking News,Michael Jackson,Michael,2010,0.849,0.745,7,-4.782,1,0.0661,0.0125,0.00881,0.373,0.673,113.021
46,5zKLTGk1EYhGYdbeP4DgL8,(I Can't Make It) Another Day,"Michael Jackson, Lenny Kravitz",Michael,2010,0.678,0.837,9,-4.654,1,0.12,0.0344,7.51e-06,0.0471,0.881,90.03
47,7GOfp80vVSXOAdACM4euuZ,Behind the Mask,Michael Jackson,Michael,2010,0.756,0.913,5,-2.567,0,0.0382,0.00586,0.0024,0.363,0.453,115.696
48,0U5pIKWg89q6188WGlcuKN,Much Too Soon,Michael Jackson,Michael,2010,0.389,0.218,4,-14.708,1,0.0335,0.822,0.000392,0.114,0.316,84.167
49,5L9anTQJGLyRObYDYvLWdh,Unbreakable,Michael Jackson,Invincible,2001,0.798,0.824,1,-0.933,1,0.144,0.0314,0.0933,0.0665,0.851,94.017
50,0L0wNdB2KJjQrymVBkMnAq,Heartbreaker,Michael Jackson,Invincible,2001,0.843,0.947,1,-2.721,1,0.0907,0.0184,0.000366,0.0888,0.847,136.998
51,4HK6hmgMwGXHo3lUUNkiem,Invincible,Michael Jackson,Invincible,2001,0.821,0.672,1,-1.579,1,0.121,0.0435,1.21e-05,0.0702,0.544,94.156
52,5UHM8Z6GXhaB6RUlBemByI,Break of Dawn,Michael Jackson,Invincible,2001,0.658,0.648,1,-3.074,1,0.106,0.39,0.0,0.127,0.409,81.007
53,1AZXNAVDD9ZFIEKySgflFz,Heaven Can Wait,Michael Jackson,Invincible,2001,0.706,0.685,11,-3.669,1,0.0837,0.56,0.0,0.22,0.444,117.448
54,1Lhwn4PqeGpM4LTVUowW76,You Rock My World,Michael Jackson,Invincible,2001,0.854,0.673,4,-3.132,0,0.185,0.038,0.000227,0.255,0.955,95.0
55,0rT9f5BSZrZ6DvzfBEckG0,Butterflies,Michael Jackson,Invincible,2001,0.708,0.655,8,-2.69,1,0.0883,0.0583,2.1e-06,0.11,0.545,89.99
56,1O1LkHTi3Lep9OHE8BvOVe,Speechless,Michael Jackson,Invincible,2001,0.459,0.37,7,-8.041,0,0.0471,0.565,0.0,0.234,0.118,133.907
57,4aTYZL8uyGXAdmWOQy4Wgx,2000 Watts,Michael Jackson,Invincible,2001,0.763,0.742,0,-3.113,1,0.155,0.0094,0.0116,0.0672,0.242,90.503
58,4ybCcJqXdPRLtz9Dfy92t4,You Are My Life,Michael Jackson,Invincible,2001,0.619,0.568,6,-5.058,0,0.0349,0.155,0.0,0.188,0.214,130.201
59,53NdDxLiNn7VSgDVi9KsYl,Privacy,Michael Jackson,Invincible,2001,0.732,0.769,7,-1.828,0,0.0634,0.117,0.0,0.0359,0.835,82.047
60,1KWt1O0TZcdCkg3WIvkQaK,Don't Walk Away,Michael Jackson,Invincible,2001,0.54,0.491,9,-5.749,1,0.0327,0.492,0.0,0.155,0.0991,139.717
61,0wJelplx8NfzfyagNVaOVI,Cry,Michael Jackson,Invincible,2001,0.664,0.503,2,-5.979,1,0.0366,0.367,0.0,0.113,0.462,85.011
62,00MAeOlplKSab33lINpZds,The Lost Children,Michael Jackson,Invincible,2001,0.342,0.346,11,-6.913,1,0.0305,0.615,3.68e-05,0.0847,0.273,83.955
63,4fK6bgzyKt4EIv3R1wrUtl,Whatever Happens,Michael Jackson,Invincible,2001,0.677,0.741,10,-2.829,0,0.0743,0.371,2.37e-06,0.103,0.565,97.011
64,6zD1z7vVrq3fYEuDDr2Fxi,Threatened,Michael Jackson,Invincible,2001,0.86,0.73,1,-4.303,1,0.236,0.192,0.0,0.404,0.397,97.026
65,11lw4bWbmxWIETHitBU0Gc,Blood on the Dance Floor,Michael Jackson,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,1997,0.807,0.741,1,-4.472,1,0.083,0.0135,0.0316,0.06,0.558,108.989
66,5cyUiyJ9ZtQfnvFU2y31RC,Morphine,Michael Jackson,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,1997,0.888,0.933,11,-4.516,1,0.105,0.167,0.00363,0.0521,0.176,102.896
67,64se9mFGa972tiKHKnJnyG,Superfly Sister,Michael Jackson,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,1997,0.816,0.909,1,-4.476,1,0.0518,0.0115,0.0248,0.1,0.827,112.963
68,7s51HyYKRGWqkH1UWnApHh,Ghosts,Michael Jackson,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,1997,0.828,0.915,4,-4.369,0,0.155,0.0527,5.3e-05,0.634,0.782,103.219
69,1H43TqXTWkEhXjdw3LEfUS,Is It Scary,Michael Jackson,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,1997,0.628,0.868,11,-5.463,1,0.0634,0.399,0.00126,0.353,0.283,108.857
70,45I4o7CBHKEUie84viUIuM,Scream Louder - Flyte Tyme Remix,"Michael Jackson, Janet Jackson, Tony Moran",BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,1997,0.771,0.957,7,-6.642,1,0.212,0.0792,0.00351,0.0977,0.469,105.533
71,3ePJSoCy4owa8jLRiYlE1u,Money - Fire Island Radio Edit,"Michael Jackson, Tony Moran",BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,1997,0.796,0.824,1,-9.25,1,0.044,0.0019,0.0758,0.045,0.83,114.013
72,7hYyDytE51gtqG3JzvQdz3,2 Bad - Refugee Camp Mix,"Michael Jackson, Wyclef Jean, Tony Moran",BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,1997,0.85,0.922,5,-6.902,0,0.0869,0.192,0.0,0.0517,0.813,103.867
73,5dWL7WXyzTdho4tplQqJzK,Stranger in Moscow - Tee's In-House Club Mix,Michael Jackson,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,1997,0.77,0.875,11,-5.491,0,0.0531,0.0014,0.334,0.106,0.845,124.11
74,35dPTlVylfHvcgIVj1M9LW,This Time Around - D.M. Radio Mix,"Michael Jackson, Tony Moran",BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,1997,0.86,0.918,7,-5.515,1,0.0685,0.00473,1.22e-05,0.0575,0.572,123.336
75,4Uw7RAKTS31MDUJ9KSxmCz,Earth Song - Hani's Extended Radio Experience,Michael Jackson,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,1997,0.731,0.614,1,-10.177,1,0.0463,0.00594,0.686,0.106,0.548,129.343
76,0QMzztcTWRykks8aXErji5,You Are Not Alone - Classic Club Mix,Michael Jackson,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,1997,0.606,0.853,3,-7.189,0,0.0364,0.00363,0.0062,0.0432,0.695,124.516
77,2tjDDVaEtfp6JPtnTEAvoE,History - Tony Moran's HIStory Lesson,Michael Jackson,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,1997,0.677,0.881,11,-5.878,1,0.0489,0.00198,0.0192,0.109,0.683,123.93
78,049cW3UTndYAXmfJVB7zDN,Scream,Michael Jackson,Manila 1996,1996,0.793,0.907,0,-13.91,1,0.153,0.37,0.000765,0.495,0.382,106.604
79,6Nk8I0PVihtDyAFM3Ho6le,They Don't Care About Us,Michael Jackson,Manila 1996,1996,0.84,0.867,2,-14.825,0,0.105,0.569,0.155,0.911,0.641,92.085
80,7sip5NYivSG0oNOFqHbF58,In The Closet,Michael Jackson,Manila 1996,1996,0.882,0.572,11,-15.58,0,0.0937,0.527,0.0203,0.339,0.51,110.204
81,52yHoJZKbU9Q8fygBvmzUO,Wanna Be Startin' Somethin',Michael Jackson,Manila 1996,1996,0.653,0.785,6,-14.689,1,0.0796,0.659,0.000432,0.581,0.693,126.877
82,20nOQxLgMnX67rgmcvQ1GQ,Stranger In Moscow,Michael Jackson,Manila 1996,1996,0.705,0.401,2,-16.29,1,0.0522,0.767,0.00934,0.57,0.453,129.876
83,2el8hxTWzCo6QcPcZAoR10,Smooth Criminal,Michael Jackson,Manila 1996,1996,0.803,0.785,9,-14.054,0,0.0605,0.698,0.755,0.394,0.728,121.029
84,6MnvjXhWZeOaa1bbGx9nLz,You Are Not Alone,Michael Jackson,Manila 1996,1996,0.417,0.396,11,-15.428,1,0.08,0.715,2.1e-06,0.828,0.541,119.917
85,01lpkK5JWitnj0B09NJygI,Jackson 5 Medley,Michael Jackson,Manila 1996,1996,0.251,0.655,10,-14.918,1,0.188,0.668,0.00459,0.597,0.391,152.426
86,3LiLhRY5X9qpHEZwpUj3Wi,Billie Jean,Michael Jackson,Manila 1996,1996,0.835,0.499,6,-13.874,0,0.0797,0.576,0.0204,0.521,0.962,114.506
87,1dEWRkGTfbArDoebtQQQuO,Thriller,Michael Jackson,Manila 1996,1996,0.767,0.766,6,-13.553,1,0.0967,0.612,0.111,0.817,0.679,124.291
88,3lmLEmDqEPbuYjWASjxGQ5,Beat It,Michael Jackson,Manila 1996,1996,0.535,0.696,3,-13.45,0,0.0714,0.394,0.00541,0.291,0.71,138.052
89,50WGm06P3p3koRu15Hp7BZ,Black Or White,Michael Jackson,Manila 1996,1996,0.634,0.907,4,-13.373,1,0.0711,0.533,0.105,0.644,0.441,116.762
90,2b3qCuFltyT7MV9TP8vLgD,Earth Song,Michael Jackson,Manila 1996,1996,0.485,0.443,3,-12.971,0,0.037,0.775,0.0175,0.319,0.334,138.214
91,3QT4kU9BoLkye1iUj1ZbFW,Heal The World,Michael Jackson,Manila 1996,1996,0.309,0.702,3,-9.21,0,0.0521,0.592,0.000284,0.296,0.616,80.809
92,1qNK9PyQwVJyIjBICxHx3V,History,Michael Jackson,Manila 1996,1996,0.238,0.856,8,-8.839,1,0.136,0.588,1.74e-05,0.873,0.707,94.058
93,6vR5u5b8JeRESx5nZaIWx6,Billie Jean,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.92,0.579,11,-5.517,0,0.0414,0.0168,0.053,0.0419,0.838,117.084
94,541jTq3SOEELKvcfA0jHI0,The Way You Make Me Feel,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.607,0.817,1,-5.926,1,0.11,0.037,0.000607,0.116,0.508,114.482
95,62ECYqWLwhndUSjfVdpSPc,Black or White,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.674,0.823,9,-5.949,1,0.077,0.139,0.0188,0.0593,0.878,114.944
96,5yxIenY5kSLlgTr3XGYw9p,Rock With You,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.793,0.741,1,-6.494,1,0.0393,0.0794,0.00029,0.116,0.856,114.489
97,1UpdFu6w98DuTMW8twhT6D,She's Out Of My Life,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.247,0.12,4,-15.419,1,0.0361,0.96,0.000759,0.111,0.126,88.918
98,3FvQH46A4B37eNHjooIXcu,Bad,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.802,0.869,8,-5.03,1,0.0456,0.00712,0.241,0.0585,0.339,114.14
99,4yD5hKvrw3L6sRJbzgaFwe,I Just Can't Stop Loving You,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.655,0.488,5,-8.237,1,0.0354,0.63,5.74e-06,0.0412,0.251,100.158
100,2u2udGmop1z67EPpr91km7,Man in the Mirror,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.794,0.798,8,-5.639,1,0.0366,0.429,1.16e-05,0.118,0.265,100.338
101,1A1eQ01CbtSZeyxj6489IS,Thriller,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.77,0.813,11,-6.614,1,0.0738,0.125,0.000197,0.889,0.787,118.413
102,52xaypL0Kjzk0ngwv3oBPR,Beat It,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.762,0.8,3,-6.244,0,0.0449,0.027,5.83e-05,0.17,0.9,138.823
103,6ccHuWQAQhdZ0JCFlTHvNM,The Girl Is Mine (with Paul McCartney),"Michael Jackson, Paul McCartney","HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.454,0.664,9,-6.557,1,0.0846,0.385,2.86e-06,0.246,0.696,79.88
104,6RQgvscK17WsaMj3N5RTer,Remember the Time,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.834,0.908,8,-3.404,1,0.0646,0.128,0.00382,0.181,0.801,107.931
105,1883SZ1i4AIgtCFQ1KaK8t,Don't Stop 'Til You Get Enough,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.878,0.93,11,-4.705,1,0.0823,0.0473,0.0155,0.111,0.895,119.331
106,4VpjW9LiXpwuPPVyfSbRtd,Wanna Be Startin' Somethin',Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.842,0.913,6,-5.967,0,0.0483,0.0363,0.377,0.0892,0.809,122.219
107,5zGsHa3XcLmDAsdt0LwYnu,Heal the World,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.524,0.458,9,-9.038,1,0.0494,0.665,1.54e-06,0.0894,0.125,80.911
108,4LD5dhQ3kqpqe14sGPDtBC,Scream,"Michael Jackson, Janet Jackson","HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.805,0.942,0,-6.584,1,0.0905,0.0745,1.46e-05,0.415,0.608,106.525
109,3wuCCNCnBhJlwkIJTBZFiv,They Don't Care About Us,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.859,0.905,0,-5.539,0,0.129,0.205,0.00837,0.322,0.731,89.946
110,64KrFHj9p5AyCX2yZQr4YJ,Stranger in Moscow,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.802,0.468,1,-8.629,1,0.0378,0.248,0.000601,0.32,0.586,129.937
111,6U6Cr0sQTmuvPqEs8iLgPn,This Time Around,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.879,0.825,9,-4.698,0,0.0534,0.0471,0.000531,0.0648,0.9,105.857
112,4GCGH6TJ69neckwITeBFXK,Earth Song,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.501,0.439,3,-7.521,0,0.0313,0.482,0.000117,0.087,0.145,138.377
113,7roNDDmU52OYgYwCN9SI8E,D.S.,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.889,0.914,11,-4.308,1,0.0637,0.218,0.00595,0.347,0.972,109.464
114,2VCSO1mqWPALcPbEQwgSd3,Money,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.899,0.681,10,-6.913,0,0.0804,0.032,1.82e-05,0.196,0.817,102.942
115,3tE5OfatEheU3L5nSpW9FD,Come Together,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.825,0.775,11,-6.161,0,0.0381,0.112,0.000687,0.0782,0.764,89.601
116,3AoeaZs8dFemFJr3JdzOL0,You Are Not Alone,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.651,0.402,11,-9.303,1,0.028,0.639,7.73e-05,0.0765,0.258,119.873
117,1Cfx6KBsyF0tEKbZbS4faj,"Childhood (Theme from ""Free Willy 2"")",Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.175,0.204,4,-11.414,1,0.0362,0.799,4.88e-05,0.147,0.0795,73.106
118,7n6DnNdKKhjyDa1GlGgLeQ,Tabloid Junkie,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.814,0.877,1,-7.134,0,0.153,0.0866,7.62e-05,0.277,0.579,111.179
119,5Bw9bAHGaykCFLP0VyqNbJ,2 Bad,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.868,0.943,1,-3.85,1,0.249,0.0698,9.34e-06,0.401,0.52,103.962
120,1EdzLQKCE066beJkDfaagd,History,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.411,0.594,1,-7.74,1,0.14,0.476,0.0,0.592,0.453,92.35
121,0nxdtEWLQeLcJ2IQwDftAU,Little Susie / Pie Jesu,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.318,0.182,9,-13.168,0,0.0351,0.836,0.000987,0.0423,0.0541,134.638
122,1iin2Ll8PHPzoh6xF6LQRh,Smile,Michael Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",1995,0.258,0.301,2,-8.654,0,0.0307,0.713,6.99e-05,0.107,0.0396,85.103
123,2EI8uljBPaI23VUr2tv4eS,Jam,Michael Jackson,Dangerous,1991,0.884,0.96,2,-4.613,1,0.0721,0.0487,0.0227,0.271,0.617,116.273
124,3kFMRdbxcBkPopY8mMFmSU,Why You Wanna Trip on Me,Michael Jackson,Dangerous,1991,0.889,0.727,2,-5.845,1,0.0852,0.0127,0.00275,0.179,0.51,109.656
125,5Fy40smNxk0j5OpFMtvfaU,In the Closet,Michael Jackson,Dangerous,1991,0.877,0.781,11,-3.775,0,0.0691,0.117,0.000746,0.149,0.606,110.494
126,6yLdWiAkS1ZUrTdgm0yKXL,She Drives Me Wild,Michael Jackson,Dangerous,1991,0.906,0.93,1,-2.081,1,0.206,0.0691,0.0,0.463,0.643,109.544
127,4jnFqNWeJCeCRHc4HCdxfd,Remember the Time,Michael Jackson,Dangerous,1991,0.831,0.921,5,-2.383,0,0.0582,0.153,0.00224,0.305,0.795,108.002
128,75yYXB96tX1BlSMgL0SMsA,Can't Let Her Get Away,Michael Jackson,Dangerous,1991,0.873,0.973,2,-1.947,1,0.127,0.13,0.688,0.112,0.582,108.489
129,7woW97CfcWaKtuC6W5BP2K,Heal the World,Michael Jackson,Dangerous,1991,0.545,0.485,9,-8.045,1,0.0485,0.537,1.8e-06,0.104,0.101,80.948
130,7EsjkelQuoUlJXEw7SeVV4,Black or White,Michael Jackson,Dangerous,1991,0.518,0.901,9,-3.749,1,0.093,0.174,0.0314,0.0712,0.873,115.026
131,4HWcWgleTuUAWnVPNwW4CM,Who Is It,Michael Jackson,Dangerous,1991,0.861,0.594,5,-4.658,1,0.121,0.0153,0.000326,0.104,0.506,103.159
132,1euDTbMNRPNfKd8zZz4zTT,Give In to Me,Michael Jackson,Dangerous,1991,0.502,0.855,4,-3.27,0,0.0305,0.152,0.000488,0.106,0.337,86.968
133,1igW25R8lnb5ze9GWbuVsl,Will You Be There,"Michael Jackson, Cleveland Orchestra",Dangerous,1991,0.348,0.432,8,-9.553,1,0.0388,0.819,0.0856,0.191,0.141,82.911
