,Id,Name,Genres,Popularity,Img
97,108moq3rq6bm1M4Ypz0J02,Intocable,"['corrido', 'latin', 'latin pop', 'norteno', 'regional mexican', 'tejano']",72,"{'height': 640, 'url': 'https://i.scdn.co/image/ca618f338eefb15fa53da50733107110b660b75f', 'width': 640}"
98,0N5PyKJzS3M1XNlaCL7bbE,Wilson Pickett,"['brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'rock-and-roll', 'soul', 'southern soul']",59,"{'height': 1119, 'url': 'https://i.scdn.co/image/6938996289924918a6f9bb96af0bde4af969cb1c', 'width': 1000}"
99,1Vvvx45Apu6dQqwuZQxtgW,Kidz Bop Kids,"[""children's music""]",71,"{'height': 640, 'url': 'https://i.scdn.co/image/9cf8e9e310d7f07c7541ad93f46f970dd9210259', 'width': 640}"
100,72OaDtakiy6yFqkt4TsiFt,Cher,"['dance pop', 'hollywood', 'new wave pop', 'pop']",71,"{'height': 640, 'url': 'https://i.scdn.co/image/13a478575f4e6a9b83dce3617603b3994d8c0f6a', 'width': 640}"
101,3UbyYnvNIT5DFXU4WgiGpP,Whitesnake,"['album rock', 'british blues', 'classic rock', 'glam metal', 'hard rock', 'metal', 'rock']",68,"{'height': 640, 'url': 'https://i.scdn.co/image/cf364f9aefbcb7d8e3ab1c4c355a169fdd65e22a', 'width': 640}"
102,0MHgLfmQdutffmvWe5XBTN,Burl Ives,"['adult standards', 'american folk revival']",74,"{'height': 674, 'url': 'https://i.scdn.co/image/89c1ee2f7e000530b5b88aecc003f72acec863d0', 'width': 523}"
103,2cnMpRsOVqtPMfq7YiFE6K,Van Halen,"['album rock', 'classic rock', 'hard rock', 'rock']",76,"{'height': 640, 'url': 'https://i.scdn.co/image/5ce847acc4574532b94e038dd4729a9b9a25bc12', 'width': 640}"
104,5M52tdBnJaKSvOpJGz8mfZ,Black Sabbath,"['album rock', 'birmingham metal', 'classic rock', 'hard rock', 'metal', 'rock', 'stoner rock', 'uk doom metal']",74,"{'height': 1333, 'url': 'https://i.scdn.co/image/5931700f9515dd6587230130beb615e0549e47dc', 'width': 1000}"
105,3plJVWt88EqjvtuB4ZDRV3,Ben E. King,"['adult standards', 'brill building pop', 'motown', 'rock-and-roll', 'soul', 'southern soul']",66,"{'height': 1185, 'url': 'https://i.scdn.co/image/22c8cd28a71661b4dbd462e2d45b04b3e1b78572', 'width': 1000}"
106,20oQv3LStCKCjI9oQ0JNha,Less Than Jake,"['modern ska punk', 'pop punk', 'punk', 'ska', 'ska punk', 'skate punk']",58,"{'height': 640, 'url': 'https://i.scdn.co/image/4afb35399f9ef0b2e180693b94a28870b35f412e', 'width': 640}"
107,1LZEQNv7sE11VDY3SdxQeN,Bee Gees,"['adult standards', 'disco', 'mellow gold', 'soft rock']",77,"{'height': 733, 'url': 'https://i.scdn.co/image/1d5a05673975ba0c378cd280344e000b0b865620', 'width': 1000}"
108,40Yq4vzPs9VNUrIBG5Jr2i,The Smashing Pumpkins,"['alternative metal', 'alternative rock', 'grunge', 'permanent wave', 'pop rock', 'rock']",74,"{'height': 640, 'url': 'https://i.scdn.co/image/72242b9f5382502e8ea13855b49bb74d6993b34b', 'width': 640}"
109,1pTuR132U5b4Rizal2Pr7m,Randy Travis,"['contemporary country', 'country', 'country gospel', 'country road', 'country rock']",65,"{'height': 640, 'url': 'https://i.scdn.co/image/ec9b48e23ae0a201d9baa7ff629afab0d1ecc4bd', 'width': 640}"
110,0yNLKJebCb8Aueb54LYya3,New Order,"['art rock', 'dance rock', 'madchester', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'rock', 'synthpop', 'uk post-punk']",69,"{'height': 640, 'url': 'https://i.scdn.co/image/45c02cbba9e991c4edc03f856a92f94bc3984f08', 'width': 640}"
111,6ZLTlhejhndI4Rh53vYhrY,Ozzy Osbourne,"['album rock', 'birmingham metal', 'hard rock', 'metal', 'rock']",75,"{'height': 640, 'url': 'https://i.scdn.co/image/59cb2a9f548a1e53e91f90fe6bcf9d7aef4f5856', 'width': 640}"
112,1SZMaiNHfdUuU0qZKZ6y62,Newsboys,"['ccm', 'christian alternative rock', 'christian music', 'worship']",59,"{'height': 640, 'url': 'https://i.scdn.co/image/b0247f615b99bb8f9a63842a98fc5305f9e36954', 'width': 640}"
113,6olE6TJLqED3rqDCT0FyPh,Nirvana,"['alternative rock', 'grunge', 'permanent wave', 'rock']",81,"{'height': 1057, 'url': 'https://i.scdn.co/image/84282c28d851a700132356381fcfbadc67ff498b', 'width': 1000}"
114,4NgfOZCL9Ml67xzM0xzIvC,Janis Joplin,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",66,"{'height': 689, 'url': 'https://i.scdn.co/image/f3f55519d6fc2a6fd2bed247b9dc9fdc72365272', 'width': 1000}"
115,1w5Kfo2jwwIPruYS2UWh56,Pearl Jam,"['alternative rock', 'grunge', 'permanent wave', 'rock']",78,"{'height': 640, 'url': 'https://i.scdn.co/image/84e30e8cf16a203b32749e47174289e358c29555', 'width': 640}"
116,6j2HWcd7z61iTLbi8eD0hA,Eddy Grant,['uk reggae'],47,"{'height': 1000, 'url': 'https://i.scdn.co/image/0685bc4da0402e5d244e27a1b82f23b8d83e62c7', 'width': 1000}"
117,5GdlCoChpXDd7bx07pR0eR,Line Renaud,"['vintage chanson', 'ye ye']",29,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2737aeade68ff65403b06e73d7b', 'width': 640}"
118,6DKmuXxXASTF6xaJwcTfjv,Spiritualized,"['alternative rock', 'art pop', 'art rock', 'britpop', 'freak folk', 'noise pop', 'nu gaze', 'shoegaze']",51,"{'height': 640, 'url': 'https://i.scdn.co/image/c515520acad424d99b238b15f08162cec491c4af', 'width': 640}"
119,3iUjRVvYCsMfz7tuAQtBDI,Ultravox,"['art rock', 'classic uk pop', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'synthpop', 'zolo']",55,"{'height': 970, 'url': 'https://i.scdn.co/image/0ff6575a23e3ed3e280317dd0c71e39f505726a4', 'width': 1000}"
120,7dGJo4pcD2V6oG8kP0tJRR,Eminem,"['detroit hip hop', 'hip hop', 'rap']",92,"{'height': 640, 'url': 'https://i.scdn.co/image/56f4762485066b4ef867b96e16775f2b5b4db277', 'width': 640}"
121,3YcBF2ttyueytpXtEzn1Za,Incubus,"['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'nu metal', 'pop rock', 'post-grunge', 'rock']",70,"{'height': 640, 'url': 'https://i.scdn.co/image/14fb4708d4023b5d226c81f67e4261eeead04ab0', 'width': 640}"
122,4S2yOnmsWW97dT87yVoaSZ,NOFX,"['punk', 'skate punk', 'socal pop punk']",64,"{'height': 1000, 'url': 'https://i.scdn.co/image/ab6772690000c46cddcf65625878991cf30658be', 'width': 1000}"
123,5l8VQNuIg0turYE1VtM9zV,Leonard Cohen,"['canadian singer-songwriter', 'folk', 'folk rock', 'melancholia', 'permanent wave', 'singer-songwriter']",70,"{'height': 640, 'url': 'https://i.scdn.co/image/2699b6f70b0ab44af5c7756dbb3075ec3a8944ce', 'width': 640}"
124,4P70aqttdpJ9vuYFDmf7f6,Vangelis,"['cyberpunk', 'new age']",62,"{'height': 768, 'url': 'https://i.scdn.co/image/c588557df6c8445dbfbed42da3ee87ab013e8ff6', 'width': 491}"
125,0Xi59sEw38vRvwleSAVqoo,Marty Robbins,"['cowboy western', 'nashville sound']",63,"{'height': 1000, 'url': 'https://i.scdn.co/image/55992126e2a79d6dad67c4e9508811ba19abc586', 'width': 1000}"
126,2yJwXpWAQOOl5XFzbCxLs9,Bad Religion,"['punk', 'skate punk', 'socal pop punk']",65,"{'height': 640, 'url': 'https://i.scdn.co/image/ced11e57399008875c0fd677b07b68d249b69199', 'width': 640}"
127,3rfgbfpPSfXY40lzRK7Syt,Barry White,"['adult standards', 'disco', 'funk', 'motown', 'quiet storm', 'soul']",68,"{'height': 675, 'url': 'https://i.scdn.co/image/c00b771ca8b6241bcfe316f8e8a11072714e79ef', 'width': 1000}"
128,03cwCzIWQ8BRmXjGPDAL04,Cab Calloway,"['big band', 'harlem renaissance', 'jazz blues', 'swing']",47,"{'height': 783, 'url': 'https://i.scdn.co/image/93dfd87fdbbd41e7582555b4774280c8a6bc7720', 'width': 644}"
129,3bXhZFreBJF4QDUUiMmtZW,Reel Big Fish,"['modern ska punk', 'pop punk', 'punk', 'ska', 'ska punk', 'skate punk', 'socal pop punk']",58,"{'height': 640, 'url': 'https://i.scdn.co/image/137a26bfed286750c4ebfefb32265c0bdf657406', 'width': 640}"
130,0C8ZW7ezQVs4URX5aX7Kqx,Selena Gomez,"['dance pop', 'pop', 'pop dance', 'post-teen pop']",86,"{'height': 640, 'url': 'https://i.scdn.co/image/61fc36467d4945514cdf052ed49286aa8ea3b4fc', 'width': 640}"
131,2DaxqgrOhkeH0fpeiQq2f4,Oasis,"['beatlesque', 'britpop', 'madchester', 'permanent wave', 'rock']",79,"{'height': 640, 'url': 'https://i.scdn.co/image/2fe839dab1281dd51daf908a4f1a3080008a9f9f', 'width': 640}"
132,3alW3LYQS8K29z8C8NSLIX,Barry Manilow,"['adult standards', 'bubblegum pop', 'disco', 'lounge', 'mellow gold', 'quiet storm', 'soft rock', 'yacht rock']",65,"{'height': 640, 'url': 'https://i.scdn.co/image/c7fb58ab3e227c2ed40d763fe81003aa381d8cdb', 'width': 640}"
133,7y70dch6JuuuNnwlsOQvwW,Nitty Gritty Dirt Band,"['bluegrass', 'country', 'country rock', 'folk', 'folk rock', 'mellow gold', 'roots rock', 'soft rock', 'traditional folk']",60,"{'height': 640, 'url': 'https://i.scdn.co/image/08d98a7926a7c67a0e4b86d10ef7adea1d2ce85c', 'width': 640}"
134,49e4v89VmlDcFCMyDv9wQ9,Dean Martin,"['adult standards', 'easy listening', 'lounge']",82,"{'height': 375, 'url': 'https://i.scdn.co/image/492d4ece2bf7c87952be47359f038182fbf15d9d', 'width': 500}"
135,5keeQyPKYRxUCKDMECTXG3,Black Uhuru,"['dub', 'modern reggae', 'reggae', 'roots reggae', 'ska']",49,"{'height': 640, 'url': 'https://i.scdn.co/image/aab73e04192115afb9df2c3ec505a1c744e7e64e', 'width': 640}"
136,45O9BwPMyywM755SYUK0sP,Uriah Heep,"['album rock', 'art rock', 'blues rock', 'classic rock', 'hard rock', 'metal', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",55,"{'height': 640, 'url': 'https://i.scdn.co/image/ab9f63929e7f3410f0a6b04f690cd096354d4e63', 'width': 640}"
137,1DFr97A9HnbV3SKTJFu62M,Motörhead,"['album rock', 'alternative metal', 'hard rock', 'metal', 'rock', 'speed metal']",68,"{'height': 1535, 'url': 'https://i.scdn.co/image/7e025897bdbe59b91c8acf1bfe4c5d8bd9476b23', 'width': 1000}"
138,1oVj9JmPUPg4SQ2uerV2xc,Bad Brains,"['alternative rock', 'black punk', 'dc hardcore', 'hardcore punk', 'nyhc', 'punk', 'ska punk']",52,"{'height': 640, 'url': 'https://i.scdn.co/image/fe0175ab2826e42d9ff9d578c633b01b8692121d', 'width': 640}"
139,68tUWDLwgRP7Ch2Gj8vQ1k,Michael Stanley Band,"['album rock', 'classic rock', 'heartland rock', 'mellow gold', 'soft rock']",31,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b2739433677f78b5514f4a92fcab', 'width': 640}"
140,4ACplpEqD6JIVgKrafauzs,The Everly Brothers,"['adult standards', 'brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly', 'sunshine pop']",62,"{'height': 1035, 'url': 'https://i.scdn.co/image/143996e5147b6767719a60163488e342b3fc2efe', 'width': 1000}"
141,3rxeQlsv0Sc2nyYaZ5W71T,Chet Baker,"['adult standards', 'bebop', 'cool jazz', 'jazz', 'jazz trumpet', 'vocal jazz']",67,"{'height': 817, 'url': 'https://i.scdn.co/image/8fd767aa91ecd8e5720b424812e2a17586834ac2', 'width': 1000}"
142,2hGh5VOeeqimQFxqXvfCUf,John Coltrane,"['bebop', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz saxophone']",66,"{'height': 640, 'url': 'https://i.scdn.co/image/b5958fbd911c9ada338a50c15fbc01c0b60a1b9e', 'width': 640}"
143,2ODUxmFxJSyvGiimNhMHbO,Johnny Winter,"['blues', 'blues rock', 'classic rock', 'country rock', 'electric blues', 'hard rock', 'modern blues', 'rock', 'texas blues']",50,"{'height': 1157, 'url': 'https://i.scdn.co/image/49d41e640134e0247ee9f6cce849bc36395273bd', 'width': 1000}"
144,6JW8wliOEwaDZ231ZY7cf4,Sepultura,"['alternative metal', 'brazilian groove metal', 'brazilian metal', 'brazilian thrash metal', 'death metal', 'deathrash', 'groove metal', 'hard rock', 'latin metal', 'metal', 'metal mineiro', 'nu metal', 'old school thrash', 'rap rock', 'rock', 'thrash metal']",60,"{'height': 640, 'url': 'https://i.scdn.co/image/39ae69cf15baf386371604bf88f44af23cccc5a9', 'width': 640}"
145,3IYUhFvPQItj6xySrBmZkd,Creedence Clearwater Revival,"['classic rock', 'country rock', 'rock', 'roots rock', 'southern rock', 'swamp rock']",79,"{'height': 640, 'url': 'https://i.scdn.co/image/a02c89d6abef58ad10832020c06f6a8a38dd9a32', 'width': 640}"
146,4UXqAaa6dQYAk18Lv7PEgX,Fall Out Boy,"['emo', 'modern rock', 'pop punk']",81,"{'height': 640, 'url': 'https://i.scdn.co/image/078a111caaad88290dfa51d1aebf76f305f63dbf', 'width': 640}"
147,2qFr8w5sWUITRlzZ9kZotF,Jefferson Airplane,"['acid rock', 'blues rock', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'roots rock']",64,"{'height': 640, 'url': 'https://i.scdn.co/image/a9ae31801b767795dd3060e5529478e534b02c16', 'width': 640}"
148,6FBDaR13swtiWwGhX1WQsP,blink-182,"['pop punk', 'punk', 'socal pop punk']",79,"{'height': 640, 'url': 'https://i.scdn.co/image/345f0de2b6bdadd50e7b5236324e9d2d1253a7d1', 'width': 640}"
149,67ea9eGLXYMsO2eYQRui3w,The Who,"['album rock', 'art rock', 'blues rock', 'british invasion', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock']",72,"{'height': 1000, 'url': 'https://i.scdn.co/image/9cd709cabb4a614b4f1dd9ec256a5f30e21f0150', 'width': 1000}"
150,2lolQgalUvZDfp5vvVtTYV,Tony Bennett,"['adult standards', 'easy listening', 'vocal jazz']",73,"{'height': 640, 'url': 'https://i.scdn.co/image/cdc8a7ef4d569d7519c12758067715f5833bd4c9', 'width': 640}"
151,32Jb1X3wSmmoHj2epZReZA,Steve Vai,"['instrumental rock', 'metal guitar', 'neo classical metal', 'shred']",52,"{'height': 640, 'url': 'https://i.scdn.co/image/c70a7e4c5c748387053741212d3163546ead19cf', 'width': 640}"
152,3jOstUTkEu2JkjvRdBA5Gu,Weezer,"['alternative rock', 'modern power pop', 'modern rock', 'permanent wave', 'pop rock', 'rock']",74,"{'height': 640, 'url': 'https://i.scdn.co/image/6b6289ebd6f1b70f65a7ea0b0d83af8e9dda5859', 'width': 640}"
153,2iE18Oxc8YSumAU232n4rW,The Jackson 5,"['adult standards', 'motown']",77,"{'height': 525, 'url': 'https://i.scdn.co/image/19f768d93f6c80f7d4ca5b906e1c0376a3704389', 'width': 527}"
154,0Wxy5Qka8BN9crcFkiAxSR,Howlin' Wolf,"['acoustic blues', 'blues', 'blues rock', 'chicago blues', 'classic rock', 'delta blues', 'harmonica blues', 'memphis blues', 'rock-and-roll', 'soul', 'traditional blues']",54,"{'height': 1100, 'url': 'https://i.scdn.co/image/c2408f7f93e582b422af47aa72904a24397029d9', 'width': 818}"
155,01PBXLThJADrhufsPS5tER,Audio Adrenaline,"['ccm', 'christian alternative rock', 'christian music', 'christian punk', 'christian rock', 'worship']",44,"{'height': 667, 'url': 'https://i.scdn.co/image/60685c9f3fef62b2219ffb3de16ee015e35b72c5', 'width': 999}"
156,5xeBMeW0YzWIXSVzAxhM8O,of Montreal,"['alternative dance', 'alternative rock', 'anti-folk', 'art pop', 'athens indie', 'baroque pop', 'dance-punk', 'e6fi', 'freak folk', 'indie pop', 'indie rock', 'new rave']",55,"{'height': 640, 'url': 'https://i.scdn.co/image/97a9515a0c78b16c75bd62e4028cc6400811fb82', 'width': 640}"
157,60df5JBRRPcnSpsIMxxwQm,Otis Redding,"['classic soul', 'funk', 'memphis soul', 'soul', 'soul blues', 'southern soul']",74,"{'height': 751, 'url': 'https://i.scdn.co/image/4ad89c805aff0fb76b01b6b62b39e21fcd8943c3', 'width': 1000}"
158,3fhOTtm0LBJ3Ojn4hIljLo,Roxy Music,"['album rock', 'art rock', 'classic rock', 'classic uk pop', 'dance rock', 'glam rock', 'melancholia', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'sophisti-pop']",63,"{'height': 640, 'url': 'https://i.scdn.co/image/00a2066e2104137e034dd55f05ee8a8887d98728', 'width': 640}"
159,3BmGtnKgCSGYIUhmivXKWX,Kelly Clarkson,"['dance pop', 'neo mellow', 'pop', 'pop dance', 'pop rock', 'post-teen pop', 'talent show']",84,"{'height': 640, 'url': 'https://i.scdn.co/image/edf21f431930210f657b50c50f1af3835d65447a', 'width': 640}"
160,3UuPzfQMdGK40O8Rj9jqVM,Marlene Dietrich,"['cabaret', 'torch song', 'vintage hollywood', 'vintage schlager']",41,"{'height': 640, 'url': 'https://i.scdn.co/image/ab67616d0000b27305d2aa3c652ecd47a4fc97cc', 'width': 640}"
161,3Z02hBLubJxuFJfhacLSDc,Bryan Adams,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'pop rock', 'rock', 'soft rock']",78,"{'height': 640, 'url': 'https://i.scdn.co/image/3bad94091d5b5de72358736e1193b719a2886f0b', 'width': 640}"
162,2GaayiIs1kcyNqRXQuzp35,The Ventures,"['rock-and-roll', 'rockabilly', 'surf music']",52,"{'height': 1000, 'url': 'https://i.scdn.co/image/59282cd37a9e8491c394748cb9a45d99e380f3b5', 'width': 1000}"
163,762310PdDnwsDxAQxzQkfX,Depeche Mode,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'synthpop']",75,"{'height': 640, 'url': 'https://i.scdn.co/image/2ec1d1c7a48df4244f0ba708eafd28b7afa6166b', 'width': 640}"
164,3RGLhK1IP9jnYFH4BRFJBS,The Clash,"['classic rock', 'dance rock', 'permanent wave', 'punk', 'rock']",72,"{'height': 676, 'url': 'https://i.scdn.co/image/ab470b275daa38351810a1eb91d107ebdb821302', 'width': 1000}"
165,4mtHSXwIHihO6MWNq5Qoko,Squarepusher,"['abstract', 'bass music', 'drill and bass', 'electro', 'electronica', 'intelligent dance music', 'microhouse', 'ninja', 'trip hop']",47,"{'height': 640, 'url': 'https://i.scdn.co/image/95d6317ae488a51ea1aa0665f0bcc19fef158d9c', 'width': 640}"
166,7jmGjfkkVOjBdjf54YHhwg,Mance Lipscomb,"['acoustic blues', 'blues', 'country blues', 'texas blues', 'traditional blues']",22,"{'height': 1162, 'url': 'https://i.scdn.co/image/6b3cace18d000477e3c0087b972e44cc064d325c', 'width': 1000}"
167,00Nnsh2ykMBYnCDsSFGXSY,Earl Klugh,"['jazz funk', 'jazz guitar', 'smooth jazz']",50,"{'height': 635, 'url': 'https://i.scdn.co/image/6fd932128ebf5efe780b2cfbc960eb9fd1194f39', 'width': 423}"
168,1cSpfa4Un4NCOzeOKgGtG9,MxPx,"['christian punk', 'pop punk', 'punk', 'ska punk', 'skate punk']",53,"{'height': 640, 'url': 'https://i.scdn.co/image/5771820625909fa02520ec15f5a839a06b6c4f5b', 'width': 640}"
169,2tHIsowfInSrlyGfsOKwvE,Irwin Goodman,"['classic finnish pop', 'classic finnish rock', 'classic iskelma', 'humppa', 'iskelma', 'suomi rock']",47,"{'height': 666, 'url': 'https://i.scdn.co/image/2efb180ef3ae3d202196b9b40a0a08f088f42a44', 'width': 999}"
170,0JDkhL4rjiPNEp92jAgJnS,Roy Orbison,"['adult standards', 'brill building pop', 'folk rock', 'mellow gold', 'rock-and-roll', 'rockabilly']",68,"{'height': 640, 'url': 'https://i.scdn.co/image/846e8808178b1b66a5220f947185dc91b89f6f5b', 'width': 640}"
171,2DxlS3lTLFIq70S7ap5H3y,Buzzcocks,"['alternative rock', 'art rock', 'dance rock', 'hardcore punk', 'madchester', 'new wave', 'post-punk', 'pub rock', 'punk', 'ska', 'uk post-punk']",55,"{'height': 640, 'url': 'https://i.scdn.co/image/31fbd93f8c347c27846a53b7335422c88b2071eb', 'width': 640}"
172,07XSN3sPlIlB2L2XNcTwJw,KISS,"['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",74,"{'height': 640, 'url': 'https://i.scdn.co/image/74925968b2f76706c62bed18af92ef43241e7756', 'width': 640}"
173,0k17h0D3J5VfsdmQ1iZtE9,Pink Floyd,"['album rock', 'art rock', 'classic rock', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",82,"{'height': 977, 'url': 'https://i.scdn.co/image/e69f71e2be4b67b82af90fb8e9d805715e0684fa', 'width': 1000}"
174,6biWAmrHyiMkX49LkycGqQ,Thin Lizzy,"['album rock', 'blues rock', 'classic rock', 'hard rock', 'irish rock', 'metal', 'rock']",65,"{'height': 663, 'url': 'https://i.scdn.co/image/cbebfb93be8c2ac47ef6b8a2186d11b3298abe49', 'width': 1000}"
175,2uH0RyPcX7fnCcT90HFDQX,Manic Street Preachers,"['alternative rock', 'britpop', 'modern rock', 'permanent wave', 'pop rock', 'rock', 'welsh rock']",58,"{'height': 640, 'url': 'https://i.scdn.co/image/481c8d93f6a4824fbccf9f264bf725c2af6b042f', 'width': 640}"
176,1Px6nQCyIRM4Gj0tyvZ1TU,Sick Of It All,"['hardcore', 'melodic hardcore', 'nyhc', 'punk', 'skate punk', 'straight edge']",43,"{'height': 640, 'url': 'https://i.scdn.co/image/9e42b743ccd2e48b76e38367e254b83f68684d6f', 'width': 640}"
177,3qAPxVwIQRBuz5ImPUxpZT,Heroes Del Silencio,"['latin alternative', 'latin rock', 'musica aragonesa', 'rock en espanol', 'spanish rock']",67,"{'height': 1000, 'url': 'https://i.scdn.co/image/9ffe8fc45b8bad986946367201a3e547d9a6dc6a', 'width': 1000}"
178,2ye2Wgw4gimLv2eAKyk1NB,Metallica,"['hard rock', 'metal', 'old school thrash', 'rock', 'thrash metal']",83,"{'height': 640, 'url': 'https://i.scdn.co/image/5a06711d7fc48d5e0e3f9a3274ffed3f0af1bd91', 'width': 640}"
179,3RTzAwFprBqiskp550eSJX,Harry Nilsson,"['art rock', 'brill building pop', 'classic rock', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",62,"{'height': 640, 'url': 'https://i.scdn.co/image/775f9134b3f1cf04551b7a666eb811b796f2ca8c', 'width': 640}"
180,6rAZ6OYwAXqykSlPxqGy8E,Penguin Cafe Orchestra,"['bow pop', 'compositional ambient']",46,"{'height': 1024, 'url': 'https://i.scdn.co/image/b91d5e4ef8c3533af6ad11e9883643913d4aae28', 'width': 705}"
181,6zB02lwP6L6ZH32nggQiJT,They Might Be Giants,"['alternative rock', 'comic', 'geek rock', 'permanent wave', 'zolo']",59,"{'height': 1000, 'url': 'https://i.scdn.co/image/ab6772690000c46c25ccda5d50da959ce4872f2e', 'width': 1000}"
182,1eEfMU2AhEo7XnKgL7c304,Carpenters,"['adult standards', 'brill building pop', 'mellow gold', 'soft rock']",75,"{'height': 493, 'url': 'https://i.scdn.co/image/ed45f575339b044d7168780a15ff457b85be851a', 'width': 500}"
183,7t0rwkOPGlDPEhaOcVtOt9,The Cranberries,"['irish rock', 'pop rock', 'rock']",74,"{'height': 667, 'url': 'https://i.scdn.co/image/143c01f407ed64a4b3bcbc92d24c05ef80981251', 'width': 1000}"
184,1u7kkVrr14iBvrpYnZILJR,Sex Pistols,"['punk', 'rock']",58,"{'height': 640, 'url': 'https://i.scdn.co/image/1af9b54429264c7b02e6c60e06dbe8e412a2e391', 'width': 640}"
185,2EsmKkHsXK0WMNGOtIhbxr,McCoy Tyner,"['avant-garde jazz', 'bebop', 'contemporary jazz', 'contemporary post-bop', 'cool jazz', 'free jazz', 'hard bop', 'jazz', 'jazz funk', 'jazz fusion', 'jazz piano', 'soul jazz', 'stride']",51,"{'height': 725, 'url': 'https://i.scdn.co/image/7e2bd902ed5263eb9c603cd56cc0545c8d44c1a4', 'width': 1000}"
186,3oDbviiivRWhXwIE8hxkVV,The Beach Boys,"['baroque pop', 'brill building pop', 'classic rock', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",76,"{'height': 640, 'url': 'https://i.scdn.co/image/439070559b3a3ff75095e915665d7ae7287dbd3d', 'width': 640}"
187,3dRfiJ2650SZu6GbydcHNb,John Williams,['soundtrack'],81,"{'height': 640, 'url': 'https://i.scdn.co/image/c3e1c6c6c74a2da554ee8772ed594f7f47241eb1', 'width': 640}"
188,5RNFFojXkPRmlJZIwXeKQC,Bryan Ferry,"['album rock', 'art rock', 'classic uk pop', 'dance rock', 'glam rock', 'melancholia', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'rock', 'soft rock', 'sophisti-pop']",60,"{'height': 640, 'url': 'https://i.scdn.co/image/32e9304461be34efbde16feef421e939411aa7f6', 'width': 640}"
189,22xemK8mgxv9dkSKTw6T0G,ZOEgirl,"['christian alternative rock', 'christian music']",26,"{'height': 671, 'url': 'https://i.scdn.co/image/d8f88277c34c9a335101f385b6e2202bb1c804a5', 'width': 1000}"
190,4IYYmybW7zLRFIPnOjBUUO,Frank Ifield,"['adult standards', 'brill building pop', 'classic australian country', 'classic uk pop', 'deep adult standards', 'merseybeat', 'rock-and-roll', 'yodeling']",34,"{'height': 671, 'url': 'https://i.scdn.co/image/01ba128675f08fb0df31c4b449d03e713a651cf6', 'width': 681}"
191,6SPpCqM8gOzrtICAxN5NuX,Tito Puente,"['latin jazz', 'mambo', 'musica tradicional cubana', 'salsa']",52,"{'height': 677, 'url': 'https://i.scdn.co/image/daf5ebb3bbb5bc0f20613374e2c9a45b50445673', 'width': 527}"
192,2JSjCHK79gdaiPWdKiNUNp,Dionne Warwick,"['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",65,"{'height': 640, 'url': 'https://i.scdn.co/image/8a08468bbe0df0e93b4f5b97d10ffa8bca962602', 'width': 640}"
193,2HcwFjNelS49kFbfvMxQYw,Robbie Williams,"['dance pop', 'europop', 'pop']",77,"{'height': 640, 'url': 'https://i.scdn.co/image/cd055590e7f14b436d51d5d969e0d556a3089476', 'width': 640}"
194,0cKrM2XKF7wxyfEQDauvyQ,DJ Godfather,['ghettotech'],33,"{'height': 640, 'url': 'https://i.scdn.co/image/7bd33bc552dd669012a47255eecf36db5d481f66', 'width': 640}"
195,2BVYdY4PyfCF9z4NrkhEB2,Sam & Dave,"['brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul', 'southern soul']",59,"{'height': 1160, 'url': 'https://i.scdn.co/image/b1f68bdefbe49b474c9aac457114aac70d06f880', 'width': 1000}"
196,5KQMtyPE8DCQNUzoNqlEsE,Gary Numan,"['art rock', 'dance rock', 'new romantic', 'new wave', 'new wave pop', 'permanent wave', 'post-punk', 'synthpop']",56,"{'height': 640, 'url': 'https://i.scdn.co/image/61f7e840cb001a2c4643ff44b0ebd57afff597fa', 'width': 640}"
